mutant,operator,info,status
 542,CRP,nayajson:279,killed by test_string_parsing
 543,CRP,nayajson:280,killed by test_string_parsing
 544,CRP,nayajson:280,killed by test_string_parsing
 545,CRP,nayajson:281,killed by test_string_parsing
 546,CRP,nayajson:281,killed by test_string_parsing
 547,CRP,nayajson:282,killed by test_string_parsing
 548,CRP,nayajson:282,killed by test_string_parsing
 549,CRP,nayajson:283,+survived
 550,CRP,nayajson:283,+survived
 551,CRP,nayajson:284,+survived
 552,CRP,nayajson:284,+survived
 553,CRP,nayajson:286,+survived
 554,CRP,nayajson:286,+survived
 555,CRP,nayajson:288,+survived
 556,CRP,nayajson:290,killed by test_string_parsing
 557,CRP,nayajson:290,killed by test_string_parsing
 558,CRP,nayajson:291,killed by test_string_parsing
 559,CRP,nayajson:292,killed by test_string_parsing
 560,CRP,nayajson:292,killed by test_string_parsing
 561,CRP,nayajson:293,killed by test_string_parsing
 562,CRP,nayajson:294,killed by test_string_parsing
 563,CRP,nayajson:294,killed by test_string_parsing
 564,CRP,nayajson:295,killed by test_string_parsing
 565,CRP,nayajson:297,+survived
 566,CRP,nayajson:297,+survived
 567,CRP,nayajson:305,killed by test_arrays
 568,CRP,nayajson:306,?survived
 569,CRP,nayajson:311,+survived
 570,CRP,nayajson:311,killed by test_number_parsing
 571,CRP,nayajson:311,+survived
 572,CRP,nayajson:311,+survived
 573,CRP,nayajson:317,killed by test_arrays
 574,CRP,nayajson:318,+survived
 575,CRP,nayajson:319,killed by test_arrays
 576,CRP,nayajson:319,killed by test_number_parsing
 577,CRP,nayajson:331,+survived
 578,CRP,nayajson:331,+survived
 579,CRP,nayajson:340,+survived
 580,CRP,nayajson:340,+survived
 581,CRP,nayajson:342,+survived
 582,CRP,nayajson:342,+survived
 583,CRP,nayajson:346,killed by test_objects
 584,CRP,nayajson:346,killed by test_objects
 585,CRP,nayajson:348,killed by test_arrays
 586,CRP,nayajson:348,killed by test_arrays
 587,CRP,nayajson:351,+survived
 588,CRP,nayajson:351,+survived
 589,CRP,nayajson:353,+survived
 590,CRP,nayajson:353,+survived
 591,CRP,nayajson:358,+survived
 592,CRP,nayajson:358,+survived
 593,CRP,nayajson:361,killed by test_arrays
 594,CRP,nayajson:363,killed by test_arrays
 595,CRP,nayajson:363,killed by test_arrays
 596,CRP,nayajson:365,killed by test_objects
 597,CRP,nayajson:365,killed by test_objects
 598,CRP,nayajson:367,+survived
 599,CRP,nayajson:367,+survived
 600,CRP,nayajson:369,killed by test_arrays
 601,CRP,nayajson:369,killed by test_arrays
 602,CRP,nayajson:370,+survived
 603,CRP,nayajson:370,+survived
 604,CRP,nayajson:373,killed by test_arrays
 605,CRP,nayajson:373,killed by test_arrays
 606,CRP,nayajson:375,killed by test_objects
 607,CRP,nayajson:375,killed by test_objects
 608,CRP,nayajson:377,killed by test_arrays
 609,CRP,nayajson:377,killed by test_arrays
 610,CRP,nayajson:380,+survived
 611,CRP,nayajson:380,+survived
 612,CRP,nayajson:383,killed by test_arrays
 613,CRP,nayajson:383,killed by test_arrays
 614,CRP,nayajson:385,killed by test_arrays
 615,CRP,nayajson:387,killed by test_arrays
 616,CRP,nayajson:388,killed by test_arrays
 617,CRP,nayajson:389,killed by test_objects
 618,CRP,nayajson:390,+survived
 619,CRP,nayajson:391,killed by test_objects
 620,CRP,nayajson:392,killed by test_objects
 621,CRP,nayajson:393,killed by test_objects
 622,CRP,nayajson:395,killed by test_objects
 623,CRP,nayajson:397,killed by test_objects
 624,CRP,nayajson:398,+survived
 625,CRP,nayajson:399,killed by test_objects
 626,CRP,nayajson:400,killed by test_objects
 627,CRP,nayajson:402,+survived
 628,CRP,nayajson:402,+survived
 629,CRP,nayajson:404,+survived
 630,CRP,nayajson:404,+survived
 631,CRP,nayajson:405,+survived
 632,CRP,nayajson:405,+survived
 633,CRP,nayajson:406,+survived
 634,CRP,nayajson:406,+survived
 635,CRP,nayajson:408,+survived
 636,CRP,nayajson:408,+survived
 637,CRP,nayajson:410,+survived
 638,CRP,nayajson:410,+survived
 639,CRP,nayajson:411,killed by test_objects
 640,CRP,nayajson:413,killed by test_objects
 641,CRP,nayajson:413,killed by test_objects
 642,CRP,nayajson:415,+survived
 643,CRP,nayajson:415,+survived
 644,CRP,nayajson:417,+survived
 645,CRP,nayajson:417,+survived
 646,CRP,nayajson:419,killed by test_objects
 647,CRP,nayajson:419,killed by test_objects
 648,CRP,nayajson:420,+survived
 649,CRP,nayajson:420,+survived
 650,CRP,nayajson:424,+survived
 651,CRP,nayajson:424,+survived
 652,CRP,nayajson:425,killed by test_objects
 653,CRP,nayajson:425,killed by test_objects
 654,CRP,nayajson:427,+survived
 655,CRP,nayajson:427,+survived
 656,CRP,nayajson:429,+survived
 657,CRP,nayajson:429,+survived
 658,CRP,nayajson:432,+survived
 659,CRP,nayajson:432,+survived
 660,CRP,nayajson:436,+survived
 661,CRP,nayajson:436,+survived
 662,CRP,nayajson:437,killed by test_objects
 663,CRP,nayajson:437,killed by test_objects
 664,CRP,nayajson:439,+survived
 665,CRP,nayajson:441,killed by test_objects
 666,CRP,nayajson:442,killed by test_objects
 667,CRP,nayajson:443,killed by test_objects
 668,CRP,nayajson:444,+survived
 669,CRP,nayajson:445,killed by test_objects
 670,CRP,nayajson:446,killed by test_objects
 671,CRP,nayajson:447,killed by test_objects
 672,CRP,nayajson:449,killed by test_objects
 673,CRP,nayajson:451,killed by test_objects
 674,CRP,nayajson:452,+survived
 675,CRP,nayajson:453,killed by test_objects
 676,CRP,nayajson:454,killed by test_objects
 677,CRP,nayajson:456,+survived
 678,CRP,nayajson:456,+survived
 679,CRP,nayajson:457,+survived
 680,CRP,nayajson:457,+survived
 681,CRP,nayajson:458,+survived
 682,CRP,nayajson:458,+survived
 683,CRP,nayajson:460,+survived
 684,CRP,nayajson:460,+survived
 685,CRP,nayajson:461,killed by test_objects
 686,CRP,nayajson:462,killed by test_objects
 687,CRP,nayajson:464,killed by test_objects
 688,CRP,nayajson:464,killed by test_objects
 689,CRP,nayajson:464,killed by test_objects
 690,CRP,nayajson:464,killed by test_objects
 691,CRP,nayajson:465,+survived
 692,CRP,nayajson:465,+survived
 693,CRP,nayajson:465,+survived
 694,CRP,nayajson:465,+survived
 695,CRP,nayajson:467,killed by test_objects
 696,CRP,nayajson:469,killed by test_objects
 697,CRP,nayajson:470,+survived
 698,CRP,nayajson:471,killed by test_objects
 699,CRP,nayajson:472,killed by test_objects
 700,CRP,nayajson:474,+survived
 701,CRP,nayajson:474,+survived
 702,CRP,nayajson:475,killed by test_objects
 703,CRP,nayajson:475,killed by test_objects
 704,CRP,nayajson:475,killed by test_objects
 705,CRP,nayajson:476,killed by test_objects
 706,CRP,nayajson:478,+survived
 707,CRP,nayajson:478,+survived
 708,CRP,nayajson:478,+survived
 709,CRP,nayajson:478,+survived
 710,CRP,nayajson:480,killed by test_objects
 711,CRP,nayajson:480,killed by test_objects
 712,CRP,nayajson:482,killed by test_objects
 713,CRP,nayajson:482,killed by test_objects
 714,CRP,nayajson:484,killed by test_objects
 715,CRP,nayajson:484,killed by test_objects
 716,CRP,nayajson:486,killed by test_objects
 717,CRP,nayajson:486,killed by test_objects
 718,CRP,nayajson:489,+survived
 719,CRP,nayajson:489,+survived
 720,CRP,nayajson:491,killed by test_objects
 721,CRP,nayajson:492,killed by test_objects
 722,CRP,nayajson:494,+survived
 723,CRP,nayajson:494,+survived
 724,CRP,nayajson:497,killed by test_arrays
 725,CRP,nayajson:498,killed by test_arrays
 726,CRP,nayajson:499,+survived
 727,CRP,nayajson:500,+survived
 728,CRP,nayajson:502,+survived
 729,CRP,nayajson:502,+survived
 730,CRP,nayajson:506,killed by test_arrays
 731,CRP,nayajson:507,killed by test_arrays
 732,CRP,nayajson:509,+survived
 733,CRP,nayajson:509,+survived
 734,EHD,nayajson:329,killed by test_arrays
 735,EHD,nayajson:505,killed by test_arrays
 736,EXS,nayajson:310,killed by test_number_parsing
 737,EXS,nayajson:329,killed by test_arrays
 738,EXS,nayajson:357,?survived
 739,EXS,nayajson:505,killed by test_arrays
 740,LCR,nayajson:36 ,killed by test_arrays
 741,LCR,nayajson:90 ,killed by test_number_parsing
 742,LCR,nayajson:104,killed by test_number_parsing
 743,LCR,nayajson:124,killed by test_number_parsing
 744,LCR,nayajson:142,killed by test_number_parsing
 745,LCR,nayajson:231,killed by test_string_parsing
 746,LCR,nayajson:464,killed by test_objects
 747,LCR,nayajson:475,killed by test_objects
 748,LCR,nayajson:480,killed by test_objects
 749,LCR,nayajson:482,+survived
 750,OIL,nayajson:307,killed by test_arrays
 751,OIL,nayajson:360,killed by test_arrays
 752,ROR,nayajson:46 ,killed by test_arrays
 753,ROR,nayajson:47 ,killed by test_arrays
 754,ROR,nayajson:50 ,killed by test_arrays
 755,ROR,nayajson:53 ,killed by test_arrays
 756,ROR,nayajson:56 ,killed by test_arrays
 757,ROR,nayajson:59 ,killed by test_arrays
 758,ROR,nayajson:62 ,killed by test_arrays
 759,ROR,nayajson:65 ,killed by test_arrays
 760,ROR,nayajson:70 ,killed by test_arrays
 761,ROR,nayajson:73 ,killed by test_arrays
 762,ROR,nayajson:76 ,killed by test_arrays
 763,ROR,nayajson:78 ,killed by test_arrays
 764,ROR,nayajson:80 ,killed by test_arrays
 765,ROR,nayajson:84 ,killed by test_arrays
 766,ROR,nayajson:87 ,killed by test_number_parsing
 767,ROR,nayajson:90 ,killed by test_number_parsing
 768,ROR,nayajson:90 ,killed by test_number_parsing
 769,ROR,nayajson:100,killed by test_arrays
 770,ROR,nayajson:101,killed by test_number_parsing
 771,ROR,nayajson:104,killed by test_number_parsing
 772,ROR,nayajson:104,killed by test_number_parsing
 773,ROR,nayajson:114,killed by test_arrays
 774,ROR,nayajson:115,killed by test_number_parsing
 775,ROR,nayajson:123,killed by test_arrays
 776,ROR,nayajson:124,+survived
 777,ROR,nayajson:124,killed by test_number_parsing
 778,ROR,nayajson:129,killed by test_arrays
 779,ROR,nayajson:139,killed by test_arrays
 780,ROR,nayajson:142,killed by test_number_parsing
 781,ROR,nayajson:142,killed by test_number_parsing
 782,ROR,nayajson:152,killed by test_arrays
 783,ROR,nayajson:158,killed by test_arrays
 784,ROR,nayajson:159,+survived
 785,ROR,nayajson:163,killed by test_arrays
 786,ROR,nayajson:164,+survived
 787,ROR,nayajson:168,killed by test_arrays
 788,ROR,nayajson:169,+survived
 789,ROR,nayajson:173,killed by test_arrays
 790,ROR,nayajson:174,+survived
 791,ROR,nayajson:180,killed by test_arrays
 792,ROR,nayajson:181,killed by test_objects
 793,ROR,nayajson:185,killed by test_arrays
 794,ROR,nayajson:186,killed by test_objects
 795,ROR,nayajson:190,killed by test_arrays
 796,ROR,nayajson:191,killed by test_objects
 797,ROR,nayajson:197,killed by test_arrays
 798,ROR,nayajson:198,killed by test_objects
 799,ROR,nayajson:202,killed by test_arrays
 800,ROR,nayajson:203,killed by test_objects
 801,ROR,nayajson:207,killed by test_arrays
 802,ROR,nayajson:208,killed by test_objects
 803,ROR,nayajson:214,killed by test_arrays
 804,ROR,nayajson:215,killed by test_arrays
 805,ROR,nayajson:219,killed by test_arrays
 806,ROR,nayajson:223,killed by test_arrays
 807,ROR,nayajson:229,killed by test_string_parsing
 808,ROR,nayajson:231,killed by test_string_parsing
 809,ROR,nayajson:231,killed by test_string_parsing
 810,ROR,nayajson:233,killed by test_string_parsing
 811,ROR,nayajson:236,killed by test_string_parsing
 812,ROR,nayajson:239,killed by test_string_parsing
 813,ROR,nayajson:242,killed by test_string_parsing
 814,ROR,nayajson:245,killed by test_string_parsing
 815,ROR,nayajson:248,killed by test_string_parsing
 816,ROR,nayajson:251,killed by test_string_parsing
 817,ROR,nayajson:256,killed by test_string_parsing
 818,ROR,nayajson:267,killed by test_string_parsing
 819,ROR,nayajson:278,killed by test_string_parsing
 820,ROR,nayajson:289,killed by test_string_parsing
 821,ROR,nayajson:345,killed by test_arrays
 822,ROR,nayajson:346,killed by test_arrays
 823,ROR,nayajson:348,killed by test_arrays
 824,ROR,nayajson:362,killed by test_arrays
 825,ROR,nayajson:363,killed by test_arrays
 826,ROR,nayajson:364,killed by test_arrays
 827,ROR,nayajson:365,killed by test_arrays
 828,ROR,nayajson:367,killed by test_arrays
 829,ROR,nayajson:369,killed by test_arrays
 830,ROR,nayajson:373,killed by test_arrays
 831,ROR,nayajson:374,killed by test_arrays
 832,ROR,nayajson:375,killed by test_arrays
 833,ROR,nayajson:377,killed by test_arrays
 834,ROR,nayajson:383,killed by test_arrays
 835,ROR,nayajson:385,killed by test_arrays
 836,ROR,nayajson:395,killed by test_objects
 837,ROR,nayajson:405,+survived
 838,ROR,nayajson:412,killed by test_objects
 839,ROR,nayajson:413,killed by test_objects
 840,ROR,nayajson:414,killed by test_objects
 841,ROR,nayajson:415,killed by test_objects
 842,ROR,nayajson:417,killed by test_objects
 843,ROR,nayajson:419,killed by test_objects
 844,ROR,nayajson:421,killed by test_objects
 845,ROR,nayajson:425,killed by test_objects
 846,ROR,nayajson:426,killed by test_objects
 847,ROR,nayajson:427,+survived
 848,ROR,nayajson:429,+survived
 849,ROR,nayajson:433,killed by test_objects
 850,ROR,nayajson:437,killed by test_objects
 851,ROR,nayajson:439,killed by test_objects
 852,ROR,nayajson:449,killed by test_objects
 853,ROR,nayajson:457,+survived
 854,ROR,nayajson:463,killed by test_objects
 855,ROR,nayajson:464,killed by test_objects
 856,ROR,nayajson:464,killed by test_objects
 857,ROR,nayajson:467,killed by test_objects
 858,ROR,nayajson:475,killed by test_objects
 859,ROR,nayajson:475,killed by test_objects
 860,ROR,nayajson:480,killed by test_objects
 861,ROR,nayajson:480,killed by test_objects
 862,ROR,nayajson:480,killed by test_objects
 863,ROR,nayajson:482,killed by test_objects
 864,ROR,nayajson:482,killed by test_objects
 865,ROR,nayajson:483,killed by test_objects
 866,ROR,nayajson:484,killed by test_objects
 867,ROR,nayajson:486,killed by test_objects
 868,ROR,nayajson:506,killed by test_arrays
 869,SDI,nayajson:334,incompetent
 870,SDI,nayajson:338,-survived
 871,SDL,nayajson:3  ,killed by test_arrays
 872,SDL,nayajson:4  ,killed by test_arrays
 873,SDL,nayajson:5  ,killed by test_number_parsing
 874,SDL,nayajson:6  ,killed by test_objects
 875,SDL,nayajson:7  ,killed by test_objects
 876,SDL,nayajson:9  ,killed by test_arrays
 877,SDL,nayajson:10 ,killed by test_arrays
 878,SDL,nayajson:11 ,killed by test_arrays
 879,SDL,nayajson:12 ,killed by test_arrays
 880,SDL,nayajson:13 ,killed by test_arrays
 881,SDL,nayajson:14 ,killed by test_arrays
 882,SDL,nayajson:15 ,killed by test_arrays
 883,SDL,nayajson:16 ,killed by test_arrays
 884,SDL,nayajson:17 ,killed by test_arrays
 885,SDL,nayajson:18 ,killed by test_string_parsing
 886,SDL,nayajson:19 ,killed by test_arrays
 887,SDL,nayajson:20 ,killed by test_arrays
 888,SDL,nayajson:21 ,killed by test_arrays
 889,SDL,nayajson:22 ,killed by test_arrays
 890,SDL,nayajson:23 ,killed by test_arrays
 891,SDL,nayajson:24 ,killed by test_arrays
 892,SDL,nayajson:25 ,killed by test_arrays
 893,SDL,nayajson:26 ,killed by test_arrays
 894,SDL,nayajson:27 ,killed by test_arrays
 895,SDL,nayajson:28 ,killed by test_arrays
 896,SDL,nayajson:29 ,killed by test_arrays
 897,SDL,nayajson:30 ,killed by test_string_parsing
 898,SDL,nayajson:31 ,killed by test_string_parsing
 899,SDL,nayajson:32 ,killed by test_string_parsing
 900,SDL,nayajson:33 ,killed by test_string_parsing
 901,SDL,nayajson:36 ,killed by test_arrays
 902,SDL,nayajson:37 ,killed by test_number_parsing
 903,SDL,nayajson:38 ,killed by test_arrays
 904,SDL,nayajson:39 ,killed by test_number_parsing
 905,SDL,nayajson:40 ,incompetent
 906,SDL,nayajson:43 ,killed by test_arrays
 907,SDL,nayajson:44 ,killed by test_arrays
 908,SDL,nayajson:45 ,killed by test_arrays
 909,SDL,nayajson:48 ,killed by test_objects
 910,SDL,nayajson:49 ,killed by test_objects
 911,SDL,nayajson:51 ,killed by test_objects
 912,SDL,nayajson:52 ,killed by test_objects
 913,SDL,nayajson:54 ,killed by test_arrays
 914,SDL,nayajson:55 ,killed by test_arrays
 915,SDL,nayajson:57 ,killed by test_arrays
 916,SDL,nayajson:58 ,killed by test_arrays
 917,SDL,nayajson:60 ,killed by test_arrays
 918,SDL,nayajson:61 ,killed by test_arrays
 919,SDL,nayajson:63 ,killed by test_objects
 920,SDL,nayajson:64 ,killed by test_objects
 921,SDL,nayajson:66 ,killed by test_arrays
 922,SDL,nayajson:68 ,killed by test_number_parsing
 923,SDL,nayajson:69 ,killed by test_number_parsing
 924,SDL,nayajson:71 ,killed by test_number_parsing
 925,SDL,nayajson:72 ,killed by test_number_parsing
 926,SDL,nayajson:74 ,+survived
 927,SDL,nayajson:75 ,+survived
 928,SDL,nayajson:77 ,+survived
 929,SDL,nayajson:79 ,killed by test_objects
 930,SDL,nayajson:81 ,killed by test_objects
 931,SDL,nayajson:86 ,killed by test_number_parsing
 932,SDL,nayajson:88 ,killed by test_number_parsing
 933,SDL,nayajson:89 ,killed by test_number_parsing
 934,SDL,nayajson:91 ,killed by test_number_parsing
 935,SDL,nayajson:92 ,killed by test_number_parsing
 936,SDL,nayajson:94 ,killed by test_objects
 937,SDL,nayajson:95 ,killed by test_number_parsing
 938,SDL,nayajson:96 ,killed by test_number_parsing
 939,SDL,nayajson:97 ,killed by test_objects
 940,SDL,nayajson:102,killed by test_number_parsing
 941,SDL,nayajson:103,killed by test_number_parsing
 942,SDL,nayajson:105,killed by test_number_parsing
 943,SDL,nayajson:106,killed by test_number_parsing
 944,SDL,nayajson:108,+survived
 945,SDL,nayajson:109,killed by test_number_parsing
 946,SDL,nayajson:110,killed by test_number_parsing
 947,SDL,nayajson:111,+survived
 948,SDL,nayajson:116,killed by test_number_parsing
 949,SDL,nayajson:117,+survived
 950,SDL,nayajson:119,+survived
 951,SDL,nayajson:120,+survived
 952,SDL,nayajson:125,killed by test_number_parsing
 953,SDL,nayajson:126,killed by test_number_parsing
 954,SDL,nayajson:131,killed by test_number_parsing
 955,SDL,nayajson:133,killed by test_number_parsing
 956,SDL,nayajson:134,killed by test_number_parsing
 957,SDL,nayajson:135,+survived
 958,SDL,nayajson:136,+survived
 959,SDL,nayajson:141,killed by test_number_parsing
 960,SDL,nayajson:143,+survived
 961,SDL,nayajson:144,killed by test_number_parsing
 962,SDL,nayajson:146,killed by test_number_parsing
 963,SDL,nayajson:147,killed by test_number_parsing
 964,SDL,nayajson:148,killed by test_objects
 965,SDL,nayajson:149,killed by test_objects
 966,SDL,nayajson:154,killed by test_number_parsing
 967,SDL,nayajson:155,killed by test_number_parsing
 968,SDL,nayajson:160,+survived
 969,SDL,nayajson:165,+survived
 970,SDL,nayajson:170,+survived
 971,SDL,nayajson:175,+survived
 972,SDL,nayajson:176,+survived
 973,SDL,nayajson:177,+survived
 974,SDL,nayajson:182,killed by test_objects
 975,SDL,nayajson:187,killed by test_objects
 976,SDL,nayajson:192,killed by test_objects
 977,SDL,nayajson:193,killed by test_objects
 978,SDL,nayajson:194,killed by test_objects
 979,SDL,nayajson:199,killed by test_objects
 980,SDL,nayajson:204,killed by test_objects
 981,SDL,nayajson:209,killed by test_objects
 982,SDL,nayajson:210,killed by test_objects
 983,SDL,nayajson:211,killed by test_objects
 984,SDL,nayajson:216,killed by test_arrays
 985,SDL,nayajson:217,killed by test_arrays
 986,SDL,nayajson:218,killed by test_arrays
 987,SDL,nayajson:220,killed by test_string_parsing
 988,SDL,nayajson:222,killed by test_arrays
 989,SDL,nayajson:225,killed by test_arrays
 990,SDL,nayajson:226,timeout
 991,SDL,nayajson:230,killed by test_string_parsing
 992,SDL,nayajson:232,killed by test_string_parsing
 993,SDL,nayajson:234,killed by test_string_parsing
 994,SDL,nayajson:235,killed by test_string_parsing
 995,SDL,nayajson:237,killed by test_string_parsing
 996,SDL,nayajson:238,killed by test_string_parsing
 997,SDL,nayajson:240,killed by test_string_parsing
 998,SDL,nayajson:241,killed by test_string_parsing
 999,SDL,nayajson:243,killed by test_string_parsing
1000,SDL,nayajson:244,killed by test_string_parsing
1001,SDL,nayajson:246,+survived
1002,SDL,nayajson:247,+survived
1003,SDL,nayajson:249,+survived
1004,SDL,nayajson:250,killed by test_string_parsing
1005,SDL,nayajson:252,killed by test_string_parsing
1006,SDL,nayajson:253,+survived
1007,SDL,nayajson:258,killed by test_string_parsing
1008,SDL,nayajson:260,killed by test_string_parsing
1009,SDL,nayajson:262,killed by test_string_parsing
1010,SDL,nayajson:265,killed by test_string_parsing
1011,SDL,nayajson:266,+survived
1012,SDL,nayajson:276,killed by test_string_parsing
1013,SDL,nayajson:277,+survived
1014,SDL,nayajson:287,killed by test_string_parsing
1015,SDL,nayajson:288,+survived
1016,SDL,nayajson:298,killed by test_string_parsing
1017,SDL,nayajson:299,killed by test_string_parsing
1018,SDL,nayajson:300,killed by test_string_parsing
1019,SDL,nayajson:302,killed by test_arrays
1020,SDL,nayajson:303,incompetent
1021,SDL,nayajson:304,killed by test_arrays
1022,SDL,nayajson:305,killed by test_arrays
1023,SDL,nayajson:306,killed by test_arrays
1024,SDL,nayajson:309,killed by test_arrays
1025,SDL,nayajson:313,killed by test_arrays
1026,SDL,nayajson:314,killed by test_arrays
1027,SDL,nayajson:315,killed by test_arrays
1028,SDL,nayajson:317,timeout
1029,SDL,nayajson:319,killed by test_number_parsing
1030,SDL,nayajson:321,killed by test_number_parsing
1031,SDL,nayajson:323,killed by test_arrays
1032,SDL,nayajson:325,killed by test_arrays
1033,SDL,nayajson:326,killed by test_arrays
1034,SDL,nayajson:328,killed by test_arrays
1035,SDL,nayajson:330,killed by test_arrays
1036,SDL,nayajson:335,killed by test_objects
1037,SDL,nayajson:336,+survived
1038,SDL,nayajson:337,killed by test_objects
1039,SDL,nayajson:340,+survived
1040,SDL,nayajson:342,+survived
1041,SDL,nayajson:343,killed by test_arrays
1042,SDL,nayajson:344,killed by test_arrays
1043,SDL,nayajson:347,killed by test_objects
1044,SDL,nayajson:349,killed by test_arrays
1045,SDL,nayajson:354,killed by test_arrays
1046,SDL,nayajson:356,killed by test_arrays
1047,SDL,nayajson:366,killed by test_objects
1048,SDL,nayajson:368,+survived
1049,SDL,nayajson:372,killed by test_arrays
1050,SDL,nayajson:376,killed by test_objects
1051,SDL,nayajson:378,killed by test_arrays
1052,SDL,nayajson:382,killed by test_arrays
1053,SDL,nayajson:384,killed by test_arrays
1054,SDL,nayajson:386,killed by test_arrays
1055,SDL,nayajson:388,killed by test_arrays
1056,SDL,nayajson:390,+survived
1057,SDL,nayajson:392,killed by test_objects
1058,SDL,nayajson:393,+survived
1059,SDL,nayajson:394,killed by test_objects
1060,SDL,nayajson:396,+survived
1061,SDL,nayajson:398,+survived
1062,SDL,nayajson:400,killed by test_objects
1063,SDL,nayajson:416,+survived
1064,SDL,nayajson:418,+survived
1065,SDL,nayajson:422,killed by test_objects
1066,SDL,nayajson:428,+survived
1067,SDL,nayajson:430,+survived
1068,SDL,nayajson:434,killed by test_objects
1069,SDL,nayajson:438,killed by test_objects
1070,SDL,nayajson:440,+survived
1071,SDL,nayajson:442,killed by test_objects
1072,SDL,nayajson:444,+survived
1073,SDL,nayajson:446,killed by test_objects
1074,SDL,nayajson:447,+survived
1075,SDL,nayajson:448,killed by test_objects
1076,SDL,nayajson:450,+survived
1077,SDL,nayajson:452,+survived
1078,SDL,nayajson:454,killed by test_objects
1079,SDL,nayajson:466,killed by test_objects
1080,SDL,nayajson:468,+survived
1081,SDL,nayajson:470,+survived
1082,SDL,nayajson:472,killed by test_objects
1083,SDL,nayajson:476,killed by test_objects
1084,SDL,nayajson:485,killed by test_objects
1085,SDL,nayajson:487,killed by test_objects
1086,SDL,nayajson:491,killed by test_objects
1087,SDL,nayajson:492,killed by test_objects
1088,SDL,nayajson:496,killed by test_arrays
1089,SDL,nayajson:498,killed by test_arrays
1090,SDL,nayajson:500,+survived
1091,SDL,nayajson:503,killed by test_arrays
1092,SDL,nayajson:504,killed by test_arrays
1093,SDL,nayajson:507,killed by test_arrays
1094,SVD,nayajson:335,incompetent
1095,SVD,nayajson:336,incompetent
1096,SVD,nayajson:337,incompetent
1097,SVD,nayajson:339,+survived
1098,SVD,nayajson:340,+survived
1099,SVD,nayajson:340,+survived
1100,SVD,nayajson:342,+survived
1101,ZIL,nayajson:307,killed by test_arrays
1102,ZIL,nayajson:360,killed by test_arrays
